Название,Активность,ID,Внешний код,Основное изображение (новый),Основное изображение
К-608 Корсет ортопедический поясничный,Да,41011,504f5d33-3513-11e5-9424-b8ca3aeddcd6,,https://www.armed.ru/images/catalog/FOTO mini/white/Atketika/Ortez/K-608/K608.jpg
"Велотренажер торговой марки ""Armed"", модель А-0901В",Да,41022,d1b64c44-56e5-11e5-9425-b8ca3aeddcd6,https://www.armed.ru/images/catalog/FOTO mini/white/4/trenagor/0901/0901.jpg,https://www.armed.ru/images/catalog/FOTO mini/white/4/trenagor/0901/0901.jpg
F5501 Корсет поясничный эластичный,Да,40964,17ac720e-14ba-11e5-9424-b8ca3aeddcd6,,https://www.armed.ru/images/catalog/FOTO mini/white/Atketika/Ortez/F5501/F5501.jpg
F7201 Бандаж противогрыжевой,Да,40965,91a555da-14ba-11e5-9424-b8ca3aeddcd6,,https://www.armed.ru/images/catalog/FOTO mini/white/Atketika/Ortez/F7201/F7201.jpg
F7651 Бандаж поддерживающий до- и послеродовый,Да,40966,b8c54bfa-14bb-11e5-9424-b8ca3aeddcd6,,https://www.armed.ru/images/catalog/FOTO mini/white/Atketika/Ortez/F7651/F7651.jpg
F6503 Фиксатор тазобедренного сустава,Да,40972,2e12dde6-14c5-11e5-9424-b8ca3aeddcd6,,https://www.armed.ru/images/catalog/FOTO mini/white/Atketika/Ortez/F6503/F6503.jpg
F8631 Фиксатор локтевого сустава,Да,40973,85a3e684-14c8-11e5-9424-b8ca3aeddcd6,,https://www.armed.ru/images/catalog/FOTO mini/white/Atketika/Ortez/F8631/F8631.jpg
"F9084 Ортопедический воротник ""Филадельфия""",Да,40974,d06e366b-14cb-11e5-9424-b8ca3aeddcd6,,https://www.armed.ru/images/catalog/FOTO mini/white/Atketika/Ortez/F9084/F9084_osn.jpg
FS1210 Ортез коленного сустава для реабилитации и спорта,Да,40975,1d70b5bb-14cd-11e5-9424-b8ca3aeddcd6,,https://www.armed.ru/images/catalog/FOTO mini/white/Atketika/Ortez/FS1210/FS1210.jpg
FS2801 Мягкий фиксатор первого пальца стопы,Да,40977,bb016247-157e-11e5-9424-b8ca3aeddcd6,,https://www.armed.ru/images/catalog/FOTO mini/white/Atketika/Ortez/FS2801/FS2801_osn.jpg
FS3412 Тутор на лучезапястный сустав с захватом предплечья,Да,40978,3a4afc94-157f-11e5-9424-b8ca3aeddcd6,,https://www.armed.ru/images/catalog/FOTO mini/white/Atketika/Ortez/FS3412/FS3412_osn.jpg
FS5506 Бандаж облегченный сетчатый поясничный,Да,40979,6cea6d51-1580-11e5-9424-b8ca3aeddcd6,,https://www.armed.ru/images/catalog/FOTO mini/white/Atketika/Ortez/FS5506/FS5506_osn.jpg
K-400 Фиксатор локтя и плеча,Да,40980,fd4b4761-1580-11e5-9424-b8ca3aeddcd6,,https://www.armed.ru/images/catalog/FOTO mini/white/Atketika/Ortez/K-400/К-400_osn.jpg
FS 2952 Шина нижней конечности(деротационный ортез) с изменяемыми углами наруж.и внутрен.ротации,Да,41016,ae2f7311-3822-11e5-9424-b8ca3aeddcd6,,https://www.armed.ru/images/catalog/FOTO mini/white/Atketika/Ortez/FS2952/FS2952_osn.jpg
F1293 Фиксатор колена с полицентрическими шарнирами разъемный,Да,40956,0bdcc9af-1350-11e5-9424-b8ca3aeddcd6,,https://www.armed.ru/images/catalog/FOTO mini/white/Atketika/Ortez/F1293/F1293.jpg
F1601 Фиксатор колена с силиконовой вставкой,Да,40957,2e64d393-1351-11e5-9424-b8ca3aeddcd6,,https://www.armed.ru/images/catalog/FOTO mini/white/Atketika/Ortez/F1601/F1601 web.jpg
F1602 Фиксатор коленного сустава с силиконовыми кольцами,Да,40958,67d07f98-14b4-11e5-9424-b8ca3aeddcd6,,https://www.armed.ru/images/catalog/FOTO mini/white/Atketika/Ortez/F1602/F1602_osn.jpg
F2221 Фиксатор голеностопа,Да,40959,e7fd9715-14b4-11e5-9424-b8ca3aeddcd6,,https://www.armed.ru/images/catalog/FOTO mini/white/Atketika/Ortez/F2221/F2221_osn.jpg
F2223 Поддерживатель голеностопа неопреновый,Да,40960,a5130dc6-14b5-11e5-9424-b8ca3aeddcd6,,https://www.armed.ru/images/catalog/FOTO mini/white/Atketika/Ortez/F2223/F2223-0.jpg
F2271 Фиксатор голеностопа с пластиной,Да,40961,24216601-14b6-11e5-9424-b8ca3aeddcd6,,https://www.armed.ru/images/catalog/FOTO mini/white/Atketika/Ortez/F2271/F2271.jpg
F4603 Корректор осанки,Да,40962,9f858254-14b6-11e5-9424-b8ca3aeddcd6,,https://www.armed.ru/images/catalog/FOTO mini/white/Atketika/Ortez/F4603/F4603_osn.jpg
F4607 Корсет-фиксатор реклинирующий пояснично-крестцового и грудного отдела,Да,40963,71a89ff6-14b7-11e5-9424-b8ca3aeddcd6,,https://www.armed.ru/images/catalog/FOTO mini/white/Atketika/Ortez/F4607/F4607_osn.jpg
F3102 Фиксатор запястья,Да,40968,43997a85-14bf-11e5-9424-b8ca3aeddcd6,,https://www.armed.ru/images/catalog/FOTO mini/white/Atketika/Ortez/F3102/F3102_osn.jpg
F3601 Фиксатор плечевого пояса,Да,40969,5c699330-14c1-11e5-9424-b8ca3aeddcd6,,https://www.armed.ru/images/catalog/FOTO mini/white/Atketika/Ortez/F3601/F3601.jpg
F4609 Корректор осанки,Да,40970,dfe5731b-14c2-11e5-9424-b8ca3aeddcd6,,https://www.armed.ru/images/catalog/FOTO mini/white/Atketika/Ortez/F4609/F4609_osn.jpg
F4701 Корсет ортопедический грудо-поясничный,Да,40971,bc0412e9-14c3-11e5-9424-b8ca3aeddcd6,,https://www.armed.ru/images/catalog/FOTO mini/white/Atketika/Ortez/F4701/F4701_osn.jpg
322 Гольфы мужс.антиварикоз.(2 класс комп.)(цв.черный),Да,40910,c4a7aa02-b8d2-11e4-9424-b8ca3aeddcd6,,https://www.armed.ru/images/catalog/FOTO mini/white/Atketika/Trikotag/Golfu/322/322_osn.jpg
F 5002 Подушка для поддержки и разгрузки спины,Да,40926,04a462d1-d925-11e4-9424-b8ca3aeddcd6,https://www.armed.ru/images/catalog/FOTO mini/white/Atketika/Podyshki/F5002/F5002h.jpg,https://www.armed.ru/images/catalog/FOTO mini/white/Atketika/Podyshki/F5002/F5002h.jpg
F 5011 Ортопедический поддерживатель (для спины),Да,40927,c6867785-d925-11e4-9424-b8ca3aeddcd6,https://www.armed.ru/images/catalog/FOTO mini/white/Atketika/Podyshki/F5011/F-5011.jpg,https://www.armed.ru/images/catalog/FOTO mini/white/Atketika/Podyshki/F5011/F-5011.jpg
F 8013b Подушка ортопедическая с мелкой перфорацией из латекса,Да,40928,12b36f64-d926-11e4-9424-b8ca3aeddcd6,https://www.armed.ru/images/catalog/FOTO mini/white/Atketika/Podyshki/F8013b/0813b.jpg,https://www.armed.ru/images/catalog/FOTO mini/white/Atketika/Podyshki/F8013b/0813b.jpg
F 8014 b Подушка ортопедическая с мелкой перфорацией из латекса,Да,40929,2e05d85f-d926-11e4-9424-b8ca3aeddcd6,https://www.armed.ru/images/catalog/FOTO mini/white/Atketika/Podyshki/F8014b/F8014b_2.jpg,https://www.armed.ru/images/catalog/FOTO mini/white/Atketika/Podyshki/F8014b/F8014b_2.jpg
F 8021 Подушка ортопедическая c эффектом памяти,Да,40930,189c4330-d927-11e4-9424-b8ca3aeddcd6,https://www.armed.ru/images/catalog/FOTO mini/white/Atketika/Podyshki/F8021/F8021_sd-1.jpg,https://www.armed.ru/images/catalog/FOTO mini/white/Atketika/Podyshki/F8021/F8021_sd-1.jpg
F 8022 Подушка ортопедическая c эффектом памяти для детей,Да,40931,302d2380-d927-11e4-9424-b8ca3aeddcd6,https://www.armed.ru/images/catalog/FOTO mini/white/Atketika/Podyshki/F8022/F8022-9.jpg,https://www.armed.ru/images/catalog/FOTO mini/white/Atketika/Podyshki/F8022/F8022-9.jpg
F 8024 Подушка ортопедическая c эффектом памяти,Да,40932,486c1ad3-d927-11e4-9424-b8ca3aeddcd6,https://www.armed.ru/images/catalog/FOTO mini/white/Atketika/Podyshki/F8024/F8024.jpg,https://www.armed.ru/images/catalog/FOTO mini/white/Atketika/Podyshki/F8024/F8024.jpg
F 8053 Подушка надувная с вырезом под голову,Да,40933,496552df-d928-11e4-9424-b8ca3aeddcd6,https://www.armed.ru/images/catalog/FOTO mini/white/Atketika/Podyshki/F8053/Подушка-надувная-F8053.jpg,https://www.armed.ru/images/catalog/FOTO mini/white/Atketika/Podyshki/F8053/Подушка-надувная-F8053.jpg
F 8055 Подушка надувная универсальная с противопролежневым эффектом,Да,40934,73aebd42-d928-11e4-9424-b8ca3aeddcd6,https://www.armed.ru/images/catalog/FOTO mini/white/Atketika/Podyshki/F8055/F8055.jpg,https://www.armed.ru/images/catalog/FOTO mini/white/Atketika/Podyshki/F8055/F8055.jpg
F1258 Фиксатор коленного сустава,Да,40954,21b4c803-134b-11e5-9424-b8ca3aeddcd6,,https://www.armed.ru/images/catalog/FOTO mini/white/Atketika/Ortez/F1258/F1258_osn.jpg
F1259 Фиксатор коленного сустава с кольцевидной вставкой,Да,40955,4d31907d-134d-11e5-9424-b8ca3aeddcd6,,https://www.armed.ru/images/catalog/FOTO mini/white/Atketika/Ortez/F1259/F1259_osn.jpg
E 1002 Приспособление для надевания,Да,41006,042625a2-3505-11e5-9424-b8ca3aeddcd6,,https://www.armed.ru/images/catalog/FOTO mini/white/Atketika/Ortez/E1002/E1002_osn.jpg
F 1102 Фиксатор коленного сустава,Да,41012,658fa31e-3515-11e5-9424-b8ca3aeddcd6,,https://www.armed.ru/images/catalog/FOTO mini/white/Atketika/Ortez/F1102/F1102_osn.jpg
F 2001 Фиксатор голеностопа,Да,41013,9b977754-3517-11e5-9424-b8ca3aeddcd6,,https://www.armed.ru/images/catalog/FOTO mini/white/Atketika/Ortez/F2001/F2001_osn.jpg
F 4605 Корсет пояснично-крестцового отдела позвоночника с доп.лямками,Да,41015,7e96cecf-3821-11e5-9424-b8ca3aeddcd6,,https://www.armed.ru/images/catalog/FOTO mini/white/Atketika/Ortez/F4605/F4605_osn.jpg
F 9001 Воротник детский ортопедический,Да,41025,4481e264-603b-11e5-9425-b8ca3aeddcd6,,https://www.armed.ru/images/catalog/FOTO mini/white/Atketika/Ortez/F9001 detskie/F 9001-001.jpg
312 Гольфы мужские антиварикозные (1класс компр.) 18-22мм рт.ст.,Да,40907,1a42e04e-b8d0-11e4-9424-b8ca3aeddcd6,,https://www.armed.ru/images/catalog/FOTO mini/white/Atketika/Trikotag/Golfu/312/312_osn.jpg
313 Гольфы мужские антиварикозные (1класс компр.) 18-21мм рт.ст.,Да,40908,395b7147-b8d1-11e4-9424-b8ca3aeddcd6,,https://www.armed.ru/images/catalog/FOTO mini/white/Atketika/Trikotag/Golfu/313/313_osn.jpg
321 Гольфы женские антиварикоз.(2 класс компр.) 23-32 мм рт.ст. (телесные),Да,40909,1277faa2-b8d2-11e4-9424-b8ca3aeddcd6,https://www.armed.ru/images/catalog/FOTO mini/white/Atketika/Trikotag/Golfu/321 teleshui/IMG_3077.jpg,https://www.armed.ru/images/catalog/FOTO mini/white/Atketika/Trikotag/Golfu/321 teleshui/IMG_3077.jpg
121 Колготки антиварикозные(2класс компр.) 23-32мм рт.ст. (черные),Да,40992,23e06e90-262e-11e5-9424-b8ca3aeddcd6,https://www.armed.ru/images/catalog/FOTO mini/white/Atketika/Trikotag/Kolgotki/121 chernui/IMG_2932.jpg,https://www.armed.ru/images/catalog/FOTO mini/white/Atketika/Trikotag/Kolgotki/121 chernui/IMG_2932.jpg
211 Чулки антиварикозные (1класс компр.) 18-21мм рт.ст (черные),Да,40993,14caa424-26d6-11e5-9424-b8ca3aeddcd6,https://www.armed.ru/images/catalog/FOTO mini/white/Atketika/Trikotag/Chulki/211 chernui/IMG_3318.jpg,https://www.armed.ru/images/catalog/FOTO mini/white/Atketika/Trikotag/Chulki/211 chernui/IMG_3318.jpg
311 Гольфы женские антиварикоз.(1класс компр.) 18-22 мм рт.ст.(черные),Да,40995,1c140fa2-291f-11e5-9424-b8ca3aeddcd6,https://www.armed.ru/images/catalog/FOTO mini/white/Atketika/Trikotag/Golfu/311 chernui/IMG_3039.jpg,https://www.armed.ru/images/catalog/FOTO mini/white/Atketika/Trikotag/Golfu/311 chernui/IMG_3039.jpg
321 Гольфы женские антиварикоз.(2 класс компр.) 23-32 мм рт.ст. (черные),Да,40996,31c57081-2920-11e5-9424-b8ca3aeddcd6,https://www.armed.ru/images/catalog/FOTO mini/white/Atketika/Trikotag/Golfu/321 chernui/IMG_3039.jpg,https://www.armed.ru/images/catalog/FOTO mini/white/Atketika/Trikotag/Golfu/321 chernui/IMG_3039.jpg
112 Колготки антиварикозные(1класс компр.) 18-21мм рт.ст. (черные),Да,40991,98a145e1-2611-11e5-9424-b8ca3aeddcd6,https://www.armed.ru/images/catalog/FOTO mini/white/Atketika/Trikotag/Kolgotki/112 chernui/IMG_2837.jpg,https://www.armed.ru/images/catalog/FOTO mini/white/Atketika/Trikotag/Kolgotki/112 chernui/IMG_2837.jpg
"Средство реабилитации инвалидов: трость Armed FS929L (с УПС, пластиковая ручка)",Да,40942,3de6197d-e2a4-11e4-9424-b8ca3aeddcd6,https://www.armed.ru/images/catalog/FOTO mini/white/3/trosti/929 s yps/929.jpg,https://www.armed.ru/images/catalog/FOTO mini/white/3/trosti/929 s yps/929.jpg
Средство реабилитации инвалидов: трость Armed FS920L (с УПС),Да,41079,eb0474e1-0596-11e3-8ae8-000c290eb93d,https://www.armed.ru/images/catalog/FOTO mini/white/3/trosti/920 s yps/920.jpg,https://www.armed.ru/images/catalog/FOTO mini/white/3/trosti/920 s yps/920.jpg
Мебель для медицинских учреждений: стойка приборная СММ,Да,40937,2d964e61-dec6-11e4-9424-b8ca3aeddcd6,https://www.armed.ru/images/catalog/FOTO mini/white/1/dezinfekciya/CMM/смм.jpg,https://www.armed.ru/images/catalog/FOTO mini/white/1/dezinfekciya/CMM/смм.jpg
С 0715к Силиконовый протектор,Да,40943,2e9cf5dd-fd53-11e4-9424-b8ca3aeddcd6,,https://www.armed.ru/images/catalog/FOTO mini/white/Atketika/Ortez/C-0715/С0715_osn.jpg
Сегмент ложа гибкий 7-секционный,Да,41080,81e71ffd-0674-11e3-8ae8-000c290eb93d,,
"Светильник медицинский хирургический ""Armed"" ZMD",Да,41504,70ebcdf0-9b23-4b4b-8a61-90e5eca73647,https://www.armed.ru/images/catalog/FOTO mini/white/1/svetilnik/zmd/DSCF0286.jpg,https://www.armed.ru/images/catalog/FOTO mini/white/1/svetilnik/zmd/DSCF0286.jpg
"Светильник медицинский хирургический ""Armed"" 751",Да,41516,407a2e4c-b932-4db3-88ad-df0220fae7e2,https://www.armed.ru/images/catalog/FOTO mini/white/1/svetilnik/751/DSCF7889.jpg,https://www.armed.ru/images/catalog/FOTO mini/white/1/svetilnik/751/DSCF7889.jpg
"Светильник хирургический ""Armed"" LED550 (550/550)",Да,41519,6ee97cf2-11f4-11e2-8059-00259018c255,https://www.armed.ru/images/catalog/FOTO mini/white/1/svetilnik/LED550/DSCF1096.jpg,https://www.armed.ru/images/catalog/FOTO mini/white/1/svetilnik/LED550/DSCF1096.jpg
Кровать функциональная электрическая Armed с принадлежностями RS101-F,Да,41520,3d1ee135-07a1-11e2-8059-00259018c255,,https://www.armed.ru/images/catalog/FOTO mini/white/2/Krovat/RS101-F.jpg
F 8031 Подушка под голову,Да,40938,a6786d90-df40-11e4-9424-b8ca3aeddcd6,https://www.armed.ru/images/catalog/FOTO mini/white/Atketika/Podyshki/F8031/F8031.jpg,https://www.armed.ru/images/catalog/FOTO mini/white/Atketika/Podyshki/F8031/F8031.jpg
F 8032 Подушка под голову,Да,40939,53bdc662-df41-11e4-9424-b8ca3aeddcd6,https://www.armed.ru/images/catalog/FOTO mini/white/Atketika/Podyshki/F8032/F8032.jpg,https://www.armed.ru/images/catalog/FOTO mini/white/Atketika/Podyshki/F8032/F8032.jpg
F 8051 Подушка надувная с вырезом под голову,Да,40940,d64999a2-df42-11e4-9424-b8ca3aeddcd6,https://www.armed.ru/images/catalog/FOTO mini/white/Atketika/Podyshki/F8051/F8051.jpg,https://www.armed.ru/images/catalog/FOTO mini/white/Atketika/Podyshki/F8051/F8051.jpg
F 8052 Подушка надувная с вырезом под голову,Да,40941,87cfc8c5-df43-11e4-9424-b8ca3aeddcd6,https://www.armed.ru/images/catalog/FOTO mini/white/Atketika/Podyshki/F8051/F8051.jpg,https://www.armed.ru/images/catalog/FOTO mini/white/Atketika/Podyshki/F8051/F8051.jpg
F3103 Фиксатор лучезапястного сустава с застежкой Велькро,Да,40946,25126448-fecc-11e4-9424-b8ca3aeddcd6,,https://www.armed.ru/images/catalog/FOTO mini/white/Atketika/Ortez/F3103/F3103_osn.jpg
F9001 Воротник ассиметричный для младенцев,Да,40947,e79c6f25-fefa-11e4-9424-b8ca3aeddcd6,,https://www.armed.ru/images/catalog/FOTO mini/white/Atketika/Ortez/F9001 detskie/F 9001-003.jpg
F9001 Воротник для младенцев ортопедический,Да,40948,2354b2dd-fefb-11e4-9424-b8ca3aeddcd6,,https://www.armed.ru/images/catalog/FOTO mini/white/Atketika/Ortez/F9001 detskie/F 9001-002.jpg
FS3902 Фиксирующая повязка верхней конечности,Да,40949,1d2c7549-ff89-11e4-9424-b8ca3aeddcd6,,https://www.armed.ru/images/catalog/FOTO mini/white/Atketika/Ortez/FS3902/FS3902.jpg
Кровать функциональная механическая Armed с принадлежностями FS3023W,Да,41515,b8d972fe-feeb-11e4-9424-b8ca3aeddcd6,,https://www.armed.ru/images/catalog/FOTO mini/white/2/Krovat/FS3023W/Armed0789.jpg
